"trip.Combined"	"tripTime.mu"	"tripTime.md"	"tripTime.s"	"tripTime.n"	"Member.Type.mu"	"Member.Type.md"	"Member.Type.s"	"Member.Type.n"
"5891"	"4th St & Massachusetts Ave NW (31604) - Connecticut Ave & Newark St NW / Cleveland Park (31305)"	11085	1890	26118.323617174	8	1.75	2	0.462910049886276	8
"5892"	"13th St & New York Ave NW (31227) - 15th & Hayes St (31005)"	3386.66666666667	2520	1819.42298545445	9	1.44444444444444	1	0.52704627669473	9
"5893"	"M St & New Jersey Ave SE (31208) - 18th & Hayes St (31004)"	1740	1740	60	3	2	2	0	3
"5894"	"13th & D St NE (31622) - 14th & Rhode Island Ave NW (31203)"	1230.63829787234	1140	304.369656941366	47	1.93617021276596	2	0.247092248145165	47
"5895"	"7th & T St NW (31109) - Tenleytown / Wisconsin Ave & Albemarle St NW (31303)"	2760	2430	1222.78370941062	4	2	2	0	4
"5896"	"19th & L St NW (31224) - 14th & D St SE (31607)"	1660	1590	265.055740278428	12	1.91666666666667	2	0.288675134594813	12
"5897"	"12th & Newton St NE (31501) - New York Ave & 15th St NW (31222)"	1880	1740	524.213696883246	3	2	2	0	3
"5898"	"8th & Eye St SE / Barracks Row (31608) - 10th & Monroe St NE (31504)"	1590	1590	42.4264068711929	2	2	2	0	2
"5899"	"15th & P St NW (31201) - 13th & D St NE (31622)"	1483.5	1500	261.352988533486	40	1.95	2	0.220721427863152	40
"5900"	"L'Enfant Plaza / 7th & C St SW (31218) - Wisconsin Ave & Macomb St NW (31302)"	2536.36363636364	2400	277.678689397394	11	2	2	0	11
"5901"	"Georgia Ave and Fairmont St NW (31207) - 25th St & Pennsylvania Ave NW (31237)"	1397.14285714286	1110	611.170737461857	14	1.85714285714286	2	0.363136519601281	14
"5902"	"Lincoln Park / 13th & East Capitol St NE  (31619) - 27th & Crystal Dr (31009)"	2760	2760	NA	1	2	2	NA	1
"5903"	"19th & L St NW (31224) - Alta Bicycle Share Demonstration Station (31999)"	1560	1560	NA	1	2	2	NA	1
"5904"	"13th St & New York Ave NW (31227) - 27th & Crystal Dr (31009)"	2355	2100	823.225364040735	4	1.5	1.5	0.577350269189626	4
"5905"	"New York Ave & 15th St NW (31222) - 23rd & Eads (31013)"	1478.57142857143	1470	166.704757552015	28	2	2	0	28
"5906"	"10th St & Constitution Ave NW (31219) - Anacostia Metro (31801)"	1800	1800	NA	1	2	2	NA	1
"5907"	"Kennedy Center (31211) - 14th & V St NW (31101)"	1260	1140	398.780750483924	24	1.54166666666667	2	0.508977377704051	24
"5908"	"14th & Rhode Island Ave NW (31203) - White House [17th & State Pl NW] (31210)"	613.548387096774	600	120.707591230399	31	1.83870967741935	2	0.373878250552983	31
"5909"	"Good Hope & Naylor Rd SE (31700) - 14th & D St SE (31607)"	620	600	91.6515138991168	3	2	2	0	3
"5910"	"Anacostia Library (31804) - North Capitol St & F St NW (31624)"	1230	1230	296.98484809835	2	2	2	0	2
"5911"	"34th St & Wisconsin Ave NW (31226) - New York Ave & 15th St NW (31222)"	1933.04347826087	1500	1292.30743169871	23	1.52173913043478	2	0.510753918455249	23
"5912"	"Lamont & Mt Pleasant NW (31107) - 34th St & Wisconsin Ave NW (31226)"	1485	1290	495.681349255749	4	2	2	0	4
"5913"	"15th & Crystal Dr (31003) - 3rd & H St NE (31616)"	1980	1980	NA	1	2	2	NA	1
"5914"	"18th & Bell St (31007) - 16th & U St NW (31229)"	3740	3540	1093.80071311003	3	2	2	0	3
"5915"	"New York Ave & 15th St NW (31222) - 1st & N ST SE (31209)"	1600.71428571429	1410	753.844116764834	28	1.78571428571429	2	0.417855447018672	28
"5916"	"19th & L St NW (31224) - Anacostia Library (31804)"	3060	3060	NA	1	2	2	NA	1
"5917"	"17th & K St NW [formerly 17th & L St NW] (31213) - 1st & N ST SE (31209)"	1956	1920	394.620975476107	15	1.53333333333333	2	0.516397779494322	15
"5918"	"Minnesota Ave Metro/DOES (31703) - 14th & V St NW (31101)"	1500	1500	NA	1	2	2	NA	1
"5919"	"Eckington Pl & Q St NE (31505) - Connecticut Ave & Newark St NW / Cleveland Park (31305)"	1860	1860	NA	1	2	2	NA	1
"5920"	"14th St Heights / 14th & Crittenden St NW (31402) - 19th St & Pennsylvania Ave NW (31100)"	2376	1560	1331.27007027124	5	1.6	2	0.547722557505166	5
"5921"	"Potomac & Pennsylvania Ave SE (31606) - 21st & I St NW (31205)"	1680	1740	240	7	2	2	0	7
"5922"	"12th & Newton St NE (31501) - 16th & Harvard St NW (31103)"	1974.54545454545	1500	2050.28955826422	11	1.63636363636364	2	0.504524979109513	11
"5923"	"13th St & New York Ave NW (31227) - 20th & Bell St (31000)"	1944	1920	513.692515032096	5	1.6	2	0.547722557505166	5
"5924"	"7th & T St NW (31109) - 7th & Water St SW / SW Waterfront (31609)"	1205.45454545455	1230	369.358868887663	22	1.81818181818182	2	0.394771016975861	22
"5925"	"5th & F St NW (31620) - Wisconsin Ave & Macomb St NW (31302)"	3600	3420	1305.7411688386	6	1.33333333333333	1	0.516397779494322	6
"5926"	"4th & Adams St NE (31500) - 14th & V St NW (31101)"	999	1020	290.877076587707	20	1.65	2	0.489360484929593	20
"5927"	"17th & Corcoran St NW (31214) - 3rd & H St NE (31616)"	1276.70886075949	1200	442.364629500711	79	1.89873417721519	2	0.303608076851989	79
"5928"	"McPherson Square - 14th & H St NW (31216) - 1st & N ST SE (31209)"	1230	1050	353.440235400555	6	2	2	0	6
"5929"	"Anacostia Library (31804) - 5th St & K St NW (31600)"	1500	1500	NA	1	2	2	NA	1
"5930"	"Bladensburg Rd & Benning Rd NE (31617) - 17th & Corcoran St NW (31214)"	1480	1440	301.99337741083	3	1.66666666666667	2	0.577350269189626	3
"5931"	"Good Hope & Naylor Rd SE (31700) - Randle Circle & Minnesota Ave NE (31702)"	1860	1860	NA	1	2	2	NA	1
"5932"	"4th & M St SW (31108) - 16th & U St NW (31229)"	2388	1770	2586.02234695437	20	1.9	2	0.307793505625546	20
"5933"	"Good Hope Rd & MLK Ave SE (31802) - Good Hope & Naylor Rd SE (31700)"	1500	1500	763.675323681471	2	2	2	0	2
"5934"	"Tenleytown / Wisconsin Ave & Albemarle St NW (31303) - New York Ave & 15th St NW (31222)"	3345	2640	1968.08536400228	16	1.5	1.5	0.516397779494322	16
"5935"	"14th St Heights / 14th & Crittenden St NW (31402) - John McCormack Dr & Michigan Ave NE (31502)"	1200	1200	NA	1	2	2	NA	1
"5936"	"7th & Water St SW / SW Waterfront (31609) - 10th & U St NW (31111)"	1529.14285714286	1380	631.698790045175	35	1.94285714285714	2	0.235504107976803	35
"5937"	"15th & P St NW (31201) - 14th & D St SE (31607)"	1927.89473684211	1800	538.677850350316	38	1.89473684210526	2	0.311011747775905	38
"5938"	"14th & D St SE (31607) - 15th & P St NW (31201)"	2253.75	1770	1346.09992199688	16	1.9375	2	0.25	16
"5939"	"Eckington Pl & Q St NE (31505) - Potomac & Pennsylvania Ave SE (31606)"	1290	1320	311.769145362398	4	2	2	0	4
"5940"	"Van Ness Metro / UDC (31300) - Convention Center / 7th & M St NW (31223)"	27625.7142857143	1860	68117.2388501723	7	1.85714285714286	2	0.377964473009227	7
"5941"	"Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613) - 14th & Harvard St NW (31105)"	2880	2310	2080.72472581439	14	1.5	1.5	0.518874521662771	14
"5942"	"4th & Adams St NE (31500) - Georgia & New Hampshire Ave NW (31400)"	1309.09090909091	1320	388.676074526193	11	1.90909090909091	2	0.301511344577764	11
"5943"	"3rd & H St NE (31616) - Adams Mill & Columbia Rd NW (31104)"	2092	1740	889.906620440284	30	1.53333333333333	2	0.507416263404925	30
"5944"	"37th & O St NW / Georgetown University (31236) - 11th & Kenyon St NW (31102)"	1650	1500	493.822710661648	24	1.75	2	0.442325868464691	24
"5945"	"14th St & Spring Rd NW (31401) - Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)"	2376	2010	983.951218303021	10	1.9	2	0.316227766016838	10
"5946"	"3rd & D St SE (31605) - McPherson Square - 14th & H St NW (31216)"	1642.5	1380	1009.24961362821	24	1.70833333333333	2	0.464305621487537	24
"5947"	"Park Rd & Holmead Pl NW (31602) - 34th St & Wisconsin Ave NW (31226)"	2065.45454545455	1560	1425.16027806763	33	1.93939393939394	2	0.24230584229878	33
"5948"	"Good Hope & Naylor Rd SE (31700) - Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)"	810	720	229.919894517062	20	2	2	0	20
"5949"	"Bladensburg Rd & Benning Rd NE (31617) - 14th & G St NW (31238)"	1662.85714285714	1440	523.886574419638	7	1.71428571428571	2	0.487950036474267	7
"5950"	"8th & H St NW (31228) - 12th & Newton St NE (31501)"	4218.46153846154	1920	3328.63797509293	13	1.46153846153846	1	0.518874521662771	13
"5951"	"20th & Crystal Dr (31002) - 3rd & H St NE (31616)"	1800	1800	169.705627484771	2	2	2	0	2
"5952"	"20th St & Florida Ave NW (31110) - M St & New Jersey Ave SE (31208)"	2072.72727272727	1770	811.290458339187	22	1.77272727272727	2	0.428932027228889	22
"5953"	"25th St & Pennsylvania Ave NW (31237) - Tenleytown / Wisconsin Ave & Albemarle St NW (31303)"	7641.81818181818	1740	18918.7007049542	11	1.45454545454545	1	0.522232967867094	11
"5954"	"3rd & H St NE (31616) - 15th & Crystal Dr (31003)"	1980	1980	NA	1	2	2	NA	1
"5955"	"Wisconsin Ave & Macomb St NW (31302) - L'Enfant Plaza / 7th & C St SW (31218)"	2735	2130	1416.04121665746	12	1.75	2	0.452267016866645	12
"5956"	"4th & Adams St NE (31500) - 19th & E Street NW (31206)"	1114.28571428571	1080	68.0336051416609	7	2	2	0	7
"5957"	"34th St & Wisconsin Ave NW (31226) - 3rd & H St NE (31616)"	1894.28571428571	1860	315.322963687346	7	1.85714285714286	2	0.377964473009227	7
"5958"	"13th & H St NE (31611) - Convention Center / 7th & M St NW (31223)"	1056	1020	239.499478078763	85	1.77647058823529	2	0.419082631590526	85
"5959"	"3rd & H St NE (31616) - 20th & E St NW (31204)"	1304.51612903226	1140	575.701535575958	31	1.90322580645161	2	0.300537153518764	31
"5960"	"14th & G St NW (31238) - 15th & Crystal Dr (31003)"	2050.4347826087	1560	1527.74188164002	23	1.78260869565217	2	0.42174116783665	23
"5961"	"Minnesota Ave Metro/DOES (31703) - 13th & H St NE (31611)"	975	960	179.164728671689	4	1.75	2	0.5	4
"5962"	"Van Ness Metro / UDC (31300) - 5th & F St NW (31620)"	2173.33333333333	2100	538.144961882948	9	1.77777777777778	2	0.440958551844098	9
"5963"	"Calvert St & Woodley Pl NW (31106) - 19th & E Street NW (31206)"	1680	1140	1275.92255971057	38	1.81578947368421	2	0.392859452063192	38
"5964"	"Good Hope Rd & MLK Ave SE (31802) - Potomac & Pennsylvania Ave SE (31606)"	720	720	109.544511501033	4	2	2	0	4
"5965"	"4th & M St SW (31108) - Good Hope Rd & MLK Ave SE (31802)"	945	960	124.899959967968	16	2	2	0	16
"5966"	"18th & Bell St (31007) - 37th & O St NW / Georgetown University (31236)"	1928.57142857143	1680	652.161242112935	7	2	2	0	7
"5967"	"20th & E St NW (31204) - 4th & Adams St NE (31500)"	1390	1350	119.544590387475	12	2	2	0	12
"5968"	"16th & U St NW (31229) - 8th & Eye St SE / Barracks Row (31608)"	2110	2040	306.920185064456	6	1.66666666666667	2	0.516397779494322	6
"5969"	"Minnesota Ave Metro/DOES (31703) - Potomac & Pennsylvania Ave SE (31606)"	1200	1200	113.841995766062	6	2	2	0	6
"5970"	"13th & D St NE (31622) - Eckington Pl & Q St NE (31505)"	1053.33333333333	900	340.881210981186	9	1.77777777777778	2	0.440958551844098	9
"5971"	"L'Enfant Plaza / 7th & C St SW (31218) - 34th St & Wisconsin Ave NW (31226)"	3440	2460	2452.67201231636	9	1.44444444444444	1	0.52704627669473	9
"5972"	"20th & Crystal Dr (31002) - 20th & E St NW (31204)"	1590	1590	127.279220613579	2	2	2	0	2
"5973"	"L'Enfant Plaza / 7th & C St SW (31218) - Alta Bicycle Share Demonstration Station (31999)"	900	900	NA	1	2	2	NA	1
"5974"	"18th & Hayes St (31004) - M St & New Jersey Ave SE (31208)"	1700	1740	69.2820323027551	3	2	2	0	3
"5975"	"17th & K St NW [formerly 17th & L St NW] (31213) - Van Ness Metro / UDC (31300)"	1575.42857142857	1500	379.568972707223	35	1.85714285714286	2	0.355035801248363	35
"5976"	"Tenleytown / Wisconsin Ave & Albemarle St NW (31303) - 1st & M St NE (31603)"	8691.42857142857	3000	14928.8483911424	7	1.85714285714286	2	0.377964473009227	7
"5977"	"L'Enfant Plaza / 7th & C St SW (31218) - 12th & Army Navy Dr (31008)"	1585	1410	499.026324683651	12	1.91666666666667	2	0.288675134594813	12
"5978"	"L'Enfant Plaza / 7th & C St SW (31218) - 16th & Harvard St NW (31103)"	1801.5	1680	380.563347602553	40	1.825	2	0.384807644254793	40
"5979"	"Georgia Ave and Fairmont St NW (31207) - Georgetown Harbor / 30th St NW (31215)"	1380	1260	230.256773664059	12	2	2	0	12
"5980"	"Eastern Market / 7th & North Carolina Ave SE (31610) - Georgia Ave and Fairmont St NW (31207)"	1950	1950	127.279220613579	2	1.5	1.5	0.707106781186548	2
"5981"	"Georgetown Harbor / 30th St NW (31215) - Van Ness Metro / UDC (31300)"	3992	1980	2858.74897713768	15	1.26666666666667	1	0.457737708217063	15
"5982"	"25th St & Pennsylvania Ave NW (31237) - 5th St & K St NW (31600)"	1048.83720930233	960	393.310524401078	129	1.77519379844961	2	0.419082145839262	129
"5983"	"S Glebe & Potomac Ave (31010) - North Capitol St & F St NW (31624)"	2200	2100	173.205080756888	3	2	2	0	3
"5984"	"L'Enfant Plaza / 7th & C St SW (31218) - Eckington Pl & Q St NE (31505)"	1550	1350	762.317042133568	12	1.66666666666667	2	0.492365963917331	12
"5985"	"White House [17th & State Pl NW] (31210) - 4th St & Massachusetts Ave NW (31604)"	792	840	130.668610286808	15	2	2	0	15
"5986"	"21st & M St NW (31212) - Eckington Pl & Q St NE (31505)"	1417.89473684211	1380	352.255887851879	19	1.73684210526316	2	0.452413928358864	19
"5987"	"M St & New Jersey Ave SE (31208) - 7th & T St NW (31109)"	1972.5	1890	619.628921210106	16	1.75	2	0.447213595499958	16
"5988"	"Minnesota Ave Metro/DOES (31703) - 4th & M St SW (31108)"	1440	1440	NA	1	2	2	NA	1
"5989"	"Columbus Circle / Union Station (31623) - Alta Bicycle Share Demonstration Station (31999)"	1020	1020	NA	1	2	2	NA	1
"5990"	"Van Ness Metro / UDC (31300) - 1st & M St NE (31603)"	2580	2340	1324.08458944283	39	1.97435897435897	2	0.160128153805087	39
"5991"	"15th & Crystal Dr (31003) - Columbus Circle / Union Station (31623)"	2352	2460	853.182278296965	5	1.6	2	0.547722557505166	5
"5992"	"Minnesota Ave Metro/DOES (31703) - 10th & Monroe St NE (31504)"	21180	21180	NA	1	1	1	NA	1
"5993"	"M St & New Jersey Ave SE (31208) - 20th & E St NW (31204)"	1622.14285714286	1410	871.547610917062	28	1.96428571428571	2	0.188982236504614	28
"5994"	"Georgia Ave and Fairmont St NW (31207) - M St & New Jersey Ave SE (31208)"	1766.66666666667	1860	216.564078277077	9	1.88888888888889	2	0.333333333333333	9
"5995"	"5th St & K St NW (31600) - C & O Canal & Wisconsin Ave NW (31225)"	1999.44444444444	1380	1434.0021984976	108	1.60185185185185	2	0.491798431751438	108
"5996"	"18th & Bell St (31007) - 21st & I St NW (31205)"	1735.90909090909	1560	531.073148650691	44	1.81818181818182	2	0.390153653257413	44
"5997"	"Nannie Helen Burroughs & Minnesota Ave NE (31704) - Good Hope & Naylor Rd SE (31700)"	3540	3540	NA	1	2	2	NA	1
"5998"	"13th & D St NE (31622) - Nannie Helen Burroughs & Minnesota Ave NE (31704)"	1320	1320	NA	1	2	2	NA	1
"5999"	"Bladensburg Rd & Benning Rd NE (31617) - Park Rd & Holmead Pl NW (31602)"	2364	1740	1233.59636834744	10	1.8	2	0.421637021355784	10
"6000"	"25th St & Pennsylvania Ave NW (31237) - Bladensburg Rd & Benning Rd NE (31617)"	1891.57894736842	1560	869.337315672721	19	1.57894736842105	2	0.507257273501788	19
"6001"	"Eckington Pl & Q St NE (31505) - Eastern Market / 7th & North Carolina Ave SE (31610)"	1117.05882352941	1020	319.183000068806	68	1.89705882352941	2	0.306141411201305	68
"6002"	"26th & Crystal Dr (31012) - 15th & Hayes St (31005)"	844	660	563.519552202304	15	1.66666666666667	2	0.487950036474267	15
"6003"	"12th & Hayes St (31001) - L'Enfant Plaza / 7th & C St SW (31218)"	3096.92307692308	2280	2538.80347347389	13	1.53846153846154	2	0.518874521662771	13
"6004"	"36th & Calvert St NW / Glover Park (31304) - New York Ave & 15th St NW (31222)"	1825.38461538462	1110	1806.31621831367	52	1.76923076923077	2	0.425435629811517	52
"6005"	"Convention Center / 7th & M St NW (31223) - 7th & Water St SW / SW Waterfront (31609)"	1221.81818181818	1080	549.455456521544	22	1.68181818181818	2	0.476731294622796	22
"6006"	"10th St & Constitution Ave NW (31219) - 14th & D St NW / Ronald Reagan Building (31231)"	2444.36170212766	1620	2172.89479333686	188	1.21808510638298	1	0.414048168413168	188
"6007"	"17th & K St NW / Farragut Square (31233) - Adams Mill & Columbia Rd NW (31104)"	917.793103448276	840	301.672350235403	145	1.86206896551724	2	0.346022832723917	145
"6008"	"17th & K St NW / Farragut Square (31233) - 16th & Harvard St NW (31103)"	1238.02816901408	960	1127.21733196438	71	1.90140845070423	2	0.300234650016321	71
"6009"	"N Rhodes & 16th St N (31018) - 37th & O St NW / Georgetown University (31236)"	915.616438356164	660	1137.1907226697	73	1.78082191780822	2	0.416552495773534	73
"6010"	"Columbus Circle / Union Station (31623) - Clarendon Blvd & Pierce St (31016)"	2880	2820	851.915488766345	6	1.33333333333333	1	0.516397779494322	6
"6011"	"Connecticut Ave & Newark St NW / Cleveland Park (31305) - 13th & H St NE (31611)"	2004	1980	425.534957435931	5	1.8	2	0.447213595499958	5
"6012"	"Metro Center / 12th & G St NW (31230) - 17th & Corcoran St NW (31214)"	865.384615384615	780	337.497282456423	494	1.92105263157895	2	0.269929945955027	494
"6013"	"Metro Center / 12th & G St NW (31230) - Florida Ave & R St NW (31503)"	970.827067669173	780	1005.4533465005	133	1.92481203007519	2	0.264691362590354	133
"6014"	"Wisconsin Ave & Macomb St NW (31302) - 14th St Heights / 14th & Crittenden St NW (31402)"	1144.8	1200	221.756623350916	25	1	1	0	25
"6015"	"14th & R St NW (31202) - 10th & Monroe St NE (31504)"	1327.2	1320	112.83073832163	50	1.9	2	0.303045763365663	50
"6016"	"7th & F St NW / National Portrait Gallery (31232) - North Capitol St & F St NW (31624)"	814.142857142857	420	1541.28575980757	420	1.73333333333333	2	0.442744029049012	420
"6017"	"M St & New Jersey Ave SE (31208) - Metro Center / 12th & G St NW (31230)"	2059	1260	2385.50261200117	60	1.76666666666667	2	0.426521868085099	60
"6018"	"7th & F St NW / National Portrait Gallery (31232) - 14th & R St NW (31202)"	1323.71900826446	840	2511.14053280333	242	1.8099173553719	2	0.393179392434676	242
"6019"	"7th & F St NW / National Portrait Gallery (31232) - 13th St & New York Ave NW (31227)"	902.986425339367	360	2004.66640725093	221	1.80090497737557	2	0.400226180396926	221
"6020"	"17th & K St NW / Farragut Square (31233) - 16th & U St NW (31229)"	653.518518518518	600	245.854728739593	324	1.89506172839506	2	0.306947917473935	324
"6021"	"17th & K St NW / Farragut Square (31233) - 17th & K St NW / Farragut Square (31233)"	3818.83146067416	2340	5173.41876272388	445	1.44044943820225	1	0.496999805391681	445
"6022"	"17th & K St NW / Farragut Square (31233) - 14th & Harvard St NW (31105)"	1248.10810810811	960	1665.97037707676	111	1.88288288288288	2	0.323018117666338	111
"6023"	"Metro Center / 12th & G St NW (31230) - North Capitol St & F St NW (31624)"	694.530612244898	480	1077.91108863945	490	1.91020408163265	2	0.286181330220085	490
"6024"	"7th & F St NW / National Portrait Gallery (31232) - Georgia & New Hampshire Ave NW (31400)"	4888.57142857143	1380	15067.7333449099	42	1.78571428571429	2	0.415299732236633	42
"6025"	"21st & I St NW (31205) - Lynn & 19th St North (31014)"	1020	840	1123.41608243229	158	1.91139240506329	2	0.285080094577147	158
"6026"	"Kennedy Center (31211) - 7th & T St NW (31109)"	1422.85714285714	1380	435.036944243984	7	1.85714285714286	2	0.377964473009227	7
"6027"	"12th & Hayes St (31001) - 21st & I St NW (31205)"	1682.35294117647	1380	1237.1040186424	51	1.94117647058824	2	0.237635410314402	51
"6028"	"Wisconsin Ave & Macomb St NW (31302) - 19th St & Constitution Ave NW (31235)"	1960	1620	666.075928747724	15	1.66666666666667	2	0.487950036474267	15
"6029"	"5th & F St NW (31620) - Metro Center / 12th & G St NW (31230)"	645.27950310559	300	2046.4702724057	322	1.87267080745342	2	0.333860190045422	322
"6030"	"Metro Center / 12th & G St NW (31230) - Massachusetts Ave & Dupont Circle NW (31200)"	1517.16075156576	900	6108.82428796392	479	1.73068893528184	2	0.444065641825283	479
"6031"	"Massachusetts Ave & Dupont Circle NW (31200) - 7th & F St NW / National Portrait Gallery (31232)"	1969.12386706949	1140	3626.64852626985	331	1.57401812688822	2	0.495239629451755	331
"6032"	"C & O Canal & Wisconsin Ave NW (31225) - N Rhodes & 16th St N (31018)"	1115.78947368421	960	684.790381643077	114	1.62280701754386	2	0.486823747015573	114
"6033"	"15th & P St NW (31201) - 7th & F St NW / National Portrait Gallery (31232)"	1085.36585365854	840	1156.63794973433	369	1.82113821138211	2	0.383756893264882	369
"6034"	"19th & L St NW (31224) - N Rhodes & 16th St N (31018)"	1462.5	1440	200.124960961895	8	2	2	0	8
"6035"	"Lynn & 19th St North (31014) - 25th St & Pennsylvania Ave NW (31237)"	912.682926829268	600	1070.49564958899	246	1.83333333333333	2	0.373437789079955	246
"6036"	"7th & F St NW / National Portrait Gallery (31232) - 21st & M St NW (31212)"	1762.18181818182	1020	2075.69443940214	165	1.56969696969697	2	0.496625716948552	165
"6037"	"14th & D St NW / Ronald Reagan Building (31231) - L'Enfant Plaza / 7th & C St SW (31218)"	1853.71841155235	780	2412.25124123824	277	1.51624548736462	2	0.500640514765687	277
"6038"	"25th St & Pennsylvania Ave NW (31237) - Lynn & 19th St North (31014)"	873.913043478261	720	746.044359657396	207	1.84057971014493	2	0.36695500130722	207
"6039"	"New York Ave & 15th St NW (31222) - 17th & K St NW / Farragut Square (31233)"	1659.27272727273	300	3224.84024252372	165	1.7030303030303	2	0.458314015584299	165
"6040"	"New York Ave & 15th St NW (31222) - 7th & F St NW / National Portrait Gallery (31232)"	1074.79591836735	480	1828.62923216548	392	1.69897959183673	2	0.459287761282927	392
"6041"	"USDA / 12th & Independence Ave SW (31217) - Lynn & 19th St North (31014)"	4179.70588235294	1920	10025.9564579784	68	1.44117647058824	1	0.500219442626321	68
"6042"	"14th & Harvard St NW (31105) - 7th & F St NW / National Portrait Gallery (31232)"	1368.6	990	1515.89625454563	100	1.85	2	0.358870281282637	100
"6043"	"C & O Canal & Wisconsin Ave NW (31225) - 13th & D St NE (31622)"	2167.2	1920	766.287152443521	25	1.8	2	0.408248290463863	25
"6044"	"7th & F St NW / National Portrait Gallery (31232) - 12th & Newton St NE (31501)"	1602.35294117647	1500	279.632111258809	17	1.82352941176471	2	0.392952623996688	17
"6045"	"10th St & Constitution Ave NW (31219) - 7th & F St NW / National Portrait Gallery (31232)"	1439.00332225914	600	2122.04688999142	301	1.35215946843854	1	0.478438767748862	301
"6046"	"7th & F St NW / National Portrait Gallery (31232) - Columbus Circle / Union Station (31623)"	985.767441860465	540	2106.06051873294	645	1.78759689922481	2	0.409326016236459	645
"6047"	"Park Rd & Holmead Pl NW (31602) - Metro Center / 12th & G St NW (31230)"	1057.25118483412	960	277.179722401359	211	1.90521327014218	2	0.293616735954524	211
"6048"	"Bladensburg Rd & Benning Rd NE (31617) - Georgetown Harbor / 30th St NW (31215)"	3258.75	2280	1857.96259381076	16	1.4375	1	0.51234753829798	16
"6049"	"19th St & Pennsylvania Ave NW (31100) - 7th & F St NW / National Portrait Gallery (31232)"	1433.21266968326	660	2550.27326432832	221	1.710407239819	2	0.454603040367069	221
"6050"	"7th & F St NW / National Portrait Gallery (31232) - L'Enfant Plaza / 7th & C St SW (31218)"	1448.37905236908	540	2262.15552426443	401	1.59351620947631	2	0.491790458794796	401
"6051"	"14th & D St NW / Ronald Reagan Building (31231) - 14th & Rhode Island Ave NW (31203)"	878.111587982833	660	978.681310838265	233	1.69957081545064	2	0.459431606676724	233
"6052"	"4th & D St NW / Judiciary Square (31621) - 20th & E St NW (31204)"	1290	1020	695.097115516961	46	1.76086956521739	2	0.431265971488884	46
"6053"	"Metro Center / 12th & G St NW (31230) - 1st & M St NE (31603)"	959.259259259259	840	664.47341085525	162	1.87037037037037	2	0.336937041668483	162
"6054"	"17th & K St NW / Farragut Square (31233) - Convention Center / 7th & M St NW (31223)"	596.178343949045	540	263.790260098588	157	1.92356687898089	2	0.266540064672186	157
"6055"	"Georgetown Harbor / 30th St NW (31215) - Rosslyn Metro / Wilson Blvd & Ft Myer Dr (31015)"	1856.20253164557	1200	2025.20293620517	79	1.51898734177215	2	0.502831966980225	79
"6056"	"USDA / 12th & Independence Ave SW (31217) - 14th & D St NW / Ronald Reagan Building (31231)"	2804.93723849372	1440	3105.38010641019	239	1.31380753138075	1	0.465013034724886	239
"6057"	"7th & F St NW / National Portrait Gallery (31232) - 10th & U St NW (31111)"	1018.34101382488	840	1294.93779838636	217	1.86175115207373	2	0.345959043833574	217
"6058"	"Metro Center / 12th & G St NW (31230) - Wisconsin Ave & Macomb St NW (31302)"	2796	2490	1022.2328501863	10	1.4	1	0.516397779494322	10
"6059"	"7th & F St NW / National Portrait Gallery (31232) - 1st & M St NE (31603)"	1302.81081081081	720	4779.51433451094	185	1.84864864864865	2	0.359363584220667	185
"6060"	"N Rhodes & 16th St N (31018) - Georgetown Harbor / 30th St NW (31215)"	1510.76923076923	990	1567.91429764361	78	1.65384615384615	2	0.478822231387317	78
"6061"	"21st & I St NW (31205) - 19th & East Capitol St SE (31601)"	1667.36842105263	1560	234.588104871855	19	1.94736842105263	2	0.229415733870562	19
"6062"	"Convention Center / 7th & M St NW (31223) - 7th & F St NW / National Portrait Gallery (31232)"	660.578778135048	300	2658.03292281604	311	1.87138263665595	2	0.335315477194133	311
"6063"	"USDA / 12th & Independence Ave SW (31217) - 7th & F St NW / National Portrait Gallery (31232)"	1622.58992805755	720	3873.92156298347	417	1.53237410071942	2	0.499550157353824	417
"6064"	"27th & Crystal Dr (31009) - 14th & R St NW (31202)"	2610	2610	127.279220613579	2	1.5	1.5	0.707106781186548	2
"6065"	"21st & I St NW (31205) - 7th & F St NW / National Portrait Gallery (31232)"	1029.35593220339	720	1805.78264038337	295	1.80677966101695	2	0.395495214751128	295
"6066"	"Metro Center / 12th & G St NW (31230) - 5th St & K St NW (31600)"	445.462962962963	420	347.593762407753	648	1.9320987654321	2	0.251770686614526	648
"6067"	"4th & Adams St NE (31500) - 14th & R St NW (31202)"	845.454545454545	840	148.025971747151	22	2	2	0	22
"6068"	"C & O Canal & Wisconsin Ave NW (31225) - Rosslyn Metro / Wilson Blvd & Ft Myer Dr (31015)"	1007.95847750865	660	1148.08732170941	289	1.7439446366782	2	0.437209836770291	289
"6069"	"Connecticut Ave & Newark St NW / Cleveland Park (31305) - 12th & Newton St NE (31501)"	1840	1860	330.454232837166	3	2	2	0	3
"6070"	"17th & K St NW / Farragut Square (31233) - Calvert St & Woodley Pl NW (31106)"	1095	1020	298.018774363995	80	1.875	2	0.332805489243922	80
